[Pathway Id]	[Pathway]	[Genes]	[Pathway Source]	
PWY-7621	autoinducer CAI-1 biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07937	MetaCyc	
PWY-7622	UDP-galactofuranose biosynthesis	CNAG_00697 | CNAG_00831 | CNAG_03096 | CNAG_03532 | CNAG_06050	MetaCyc	
PWY-7623	astaxanthin dirhamnoside biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-7624	nystatin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00863 | CNAG_00993 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02475 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_02996 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04264 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07389 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7625	phosphatidylinositol biosynthesis II (eukaryotes)	CNAG_05384	MetaCyc	
PWY-7626	bacilysin biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_06072 | CNAG_07389	MetaCyc	
PWY-7629	yatein biosynthesis II	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389	MetaCyc	
PWY-7631	arctigenin and isoarctigenin biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-7632	hinokiresinol biosynthesis	CNAG_03383 | CNAG_04187	MetaCyc	
PWY-7633	calycosin 7-<i>O</i>-glucoside biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-7634	vernolate biosynthesis II	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-7636	astaxanthin biosynthesis (flowering plants)	CNAG_00452 | CNAG_02562 | CNAG_03666 | CNAG_04688 | CNAG_06431	MetaCyc	
PWY-7637	2,2'-dihydroxyketocarotenoids biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-7638	echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_04946 | CNAG_07389	MetaCyc	
PWY-7640	neophaseic acid biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-7642	7'-hydroxyabscisate biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-7643	coniferyl alcohol 9-methyl ester biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-7647	ulvan degradation	CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04498 | CNAG_05607 | CNAG_05915 | CNAG_05991 | CNAG_06593 | CNAG_07318	MetaCyc	
PWY-7648	4-methyl-proline biosynthesis	CNAG_00413 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01902 | CNAG_02475 | CNAG_02979 | CNAG_02996 | CNAG_03389 | CNAG_04264 | CNAG_04561 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07389 | CNAG_07411 | CNAG_07748	MetaCyc	
PWY-7649	3-hydroxy-<i>L</i>-homotyrosine biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00413 | CNAG_00836 | CNAG_00968 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01902 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02979 | CNAG_03011 | CNAG_03389 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05622 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-7650	echinocandin B biosynthesis	CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_00863 | CNAG_00993 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_02475 | CNAG_02996 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04561 | CNAG_04668 | CNAG_04724 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06356 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07389 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7652	echinocandin B degradation	CNAG_00002 | CNAG_00343 | CNAG_01044 | CNAG_02006 | CNAG_02085 | CNAG_02226 | CNAG_03170 | CNAG_03743 | CNAG_04866 | CNAG_05396 | CNAG_07712	MetaCyc	
PWY-7653	griseofulvin biosynthesis	CNAG_00231 | CNAG_00234 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00429 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01150 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02259 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03870 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04652 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05672 | CNAG_05851 | CNAG_06022 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06759 | CNAG_06891 | CNAG_06919 | CNAG_06997 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7654	(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis	CNAG_00490 | CNAG_01150 | CNAG_03870 | CNAG_04531 | CNAG_05029 | CNAG_06010 | CNAG_06018	MetaCyc	
PWY-7655	dechlorogriseofulvin biosynthesis	CNAG_00231 | CNAG_00234 | CNAG_00259 | CNAG_00409 | CNAG_00429 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02259 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04652 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06759 | CNAG_06891 | CNAG_06919 | CNAG_06997	MetaCyc	
PWY-7656	<i>Spodoptera littoralis</i> pheromone biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01150 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_03870 | CNAG_04355 | CNAG_04383 | CNAG_04531 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7657	dTDP-&beta;-L-digitoxose biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-7658	protein <I>N</i>-glycosylation (<i>Methanococcus voltae</i>)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-7659	viridicatumtoxin biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_01836 | CNAG_02084 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02449 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04355 | CNAG_04375 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05149 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05672 | CNAG_05851 | CNAG_06022 | CNAG_06379 | CNAG_06433 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-7660	tryptoquialanine biosynthesis	CNAG_00005 | CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00331 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00488 | CNAG_00677 | CNAG_00836 | CNAG_00855 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01257 | CNAG_01489 | CNAG_01512 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02012 | CNAG_02172 | CNAG_02181 | CNAG_02182 | CNAG_02216 | CNAG_02219 | CNAG_02312 | CNAG_02449 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02996 | CNAG_03011 | CNAG_03149 | CNAG_03376 | CNAG_03400 | CNAG_03527 | CNAG_03560 | CNAG_03564 | CNAG_03607 | CNAG_03697 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03983 | CNAG_04112 | CNAG_04152 | CNAG_04159 | CNAG_04209 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04410 | CNAG_04561 | CNAG_04657 | CNAG_04668 | CNAG_04724 | CNAG_04869 | CNAG_04955 | CNAG_05023 | CNAG_05034 | CNAG_05095 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05534 | CNAG_05537 | CNAG_05677 | CNAG_05851 | CNAG_05896 | CNAG_05979 | CNAG_06027 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06433 | CNAG_06504 | CNAG_06639 | CNAG_06764 | CNAG_06892 | CNAG_06922 | CNAG_07389 | CNAG_07506 | CNAG_07544 | CNAG_07570 | CNAG_07769 | CNAG_07782 | CNAG_07801 | CNAG_07937	MetaCyc	
PWY-7661	protein <I>N</i>-glycosylation (<i>Haloferax volcanii</i>)	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01050 | CNAG_01104 | CNAG_01385 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02715 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02871 | CNAG_02892 | CNAG_02907 | CNAG_03068 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03724 | CNAG_03753 | CNAG_03762 | CNAG_03776 | CNAG_03832 | CNAG_03855 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04320 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05148 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_05881 | CNAG_06022 | CNAG_06501 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06918 | CNAG_06919 | CNAG_07527	MetaCyc	
PWY-7663	gondoate biosynthesis (anaerobic)	CNAG_00126 | CNAG_02752 | CNAG_04097 | CNAG_04228 | CNAG_04242 | CNAG_04926 | CNAG_05644	MetaCyc	
PWY-7664	oleate biosynthesis IV (anaerobic)	CNAG_00126 | CNAG_02099 | CNAG_02100 | CNAG_02752 | CNAG_04097 | CNAG_04228 | CNAG_04242 | CNAG_04926 | CNAG_05644	MetaCyc	
PWY-7665	aureobasidin A biosynthesis	CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04668 | CNAG_04724 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7667	apicidin biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00836 | CNAG_00855 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01097 | CNAG_01104 | CNAG_01116 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01257 | CNAG_01416 | CNAG_01546 | CNAG_01558 | CNAG_01615 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02172 | CNAG_02181 | CNAG_02182 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02583 | CNAG_02717 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03011 | CNAG_03068 | CNAG_03149 | CNAG_03376 | CNAG_03400 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03863 | CNAG_03890 | CNAG_03983 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04112 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04209 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04392 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04657 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04955 | CNAG_05034 | CNAG_05095 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05534 | CNAG_05537 | CNAG_05672 | CNAG_05896 | CNAG_05979 | CNAG_06022 | CNAG_06027 | CNAG_06223 | CNAG_06376 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06764 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_07389 | CNAG_07506 | CNAG_07769 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-7668	apicidin F biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00855 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04303 | CNAG_04328 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05034 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05896 | CNAG_06022 | CNAG_06223 | CNAG_06376 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_07389 | CNAG_07506 | CNAG_07769	MetaCyc	
PWY-7669	equisetin biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00690 | CNAG_00750 | CNAG_00855 | CNAG_00874 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05851 | CNAG_05896 | CNAG_06022 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06639 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7670	fusaridione A biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7671	saframycin A biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	MetaCyc	
PWY-7672	fusaric acid biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
