Pathway Id	Map - Painted With Transformed Genes (new window)	Pathway	Unique Gene Count	Genes
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7687?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7687 (decorated)</a>"""	stipitatate biosynthesis	31	CNAG_00289 | CNAG_00365 | CNAG_00413 | CNAG_00484 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_01902 | CNAG_02475 | CNAG_02979 | CNAG_02996 | CNAG_03389 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05268 | CNAG_05622 | CNAG_05851 | CNAG_06379 | CNAG_06797 | CNAG_06876 | CNAG_07389 | CNAG_07411 | CNAG_07570 | CNAG_07748 | CNAG_07937	
PWY-7688	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7688?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7688 (decorated)</a>"""	dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis	14	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-7689	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7689?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7689 (decorated)</a>"""	8-<i>O</i>-methylfusarubin biosynthesis	103	CNAG_00105 | CNAG_00141 | CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00750 | CNAG_00836 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01097 | CNAG_01104 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02583 | CNAG_02717 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03011 | CNAG_03068 | CNAG_03400 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03983 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04112 | CNAG_04188 | CNAG_04195 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04657 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05534 | CNAG_05672 | CNAG_05851 | CNAG_05979 | CNAG_06022 | CNAG_06027 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06764 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07937	
PWY-7690	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7690?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7690 (decorated)</a>"""	holomycin biosynthesis	53	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03854 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	
PWY-7691	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7691?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7691 (decorated)</a>"""	"10,13-epoxy-11-methyl-octadecadienoate biosynthesis"	46	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	
PWY-7692	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7692?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7692 (decorated)</a>"""	bikaverin biosynthesis	103	CNAG_00105 | CNAG_00141 | CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00750 | CNAG_00836 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01097 | CNAG_01104 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02583 | CNAG_02717 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03011 | CNAG_03068 | CNAG_03400 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03983 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04112 | CNAG_04188 | CNAG_04195 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04657 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05534 | CNAG_05672 | CNAG_05851 | CNAG_05979 | CNAG_06022 | CNAG_06027 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06764 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07937	
PWY-7693	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7693?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7693 (decorated)</a>"""	guadinomine B biosynthesis	53	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02449 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06433 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07937	
PWY-7694	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7694?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7694 (decorated)</a>"""	zwittermicin A biosynthesis	55	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02449 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04009 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06433 | CNAG_06602 | CNAG_06764 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07937	
PWY-7695	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7695?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7695 (decorated)</a>"""	aurofusarin biosynthesis	108	CNAG_00105 | CNAG_00141 | CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00750 | CNAG_00836 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01097 | CNAG_01104 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02583 | CNAG_02717 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03011 | CNAG_03068 | CNAG_03400 | CNAG_03427 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03942 | CNAG_03983 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04112 | CNAG_04188 | CNAG_04195 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04657 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05672 | CNAG_05851 | CNAG_05979 | CNAG_06022 | CNAG_06027 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06764 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
PWY-7696	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7696?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7696 (decorated)</a>"""	citreoisocoumarin and bikisocoumarin biosynthesis	14	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-7697	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7697?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7697 (decorated)</a>"""	geranyl &beta;-primeveroside biosynthesis	16	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	
PWY-7698	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7698?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7698 (decorated)</a>"""	"2,5-xylenol and 3,5-xylenol degradation"	7	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	
PWY-7702	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7702?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7702 (decorated)</a>"""	sch210971 and sch210972 biosynthesis	52	CNAG_00289 | CNAG_00365 | CNAG_00437 | CNAG_00484 | CNAG_00677 | CNAG_00855 | CNAG_01143 | CNAG_01217 | CNAG_01247 | CNAG_01251 | CNAG_01489 | CNAG_01656 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04355 | CNAG_04383 | CNAG_04668 | CNAG_04724 | CNAG_05023 | CNAG_05034 | CNAG_05195 | CNAG_05268 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05851 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06379 | CNAG_06639 | CNAG_06892 | CNAG_07506 | CNAG_07570 | CNAG_07769 | CNAG_07937	
PWY-7703	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7703?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7703 (decorated)</a>"""	"2,4-xylenol degradation to protocatechuate"	13	CNAG_00863 | CNAG_00993 | CNAG_02117 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_05020 | CNAG_05029 | CNAG_06010 | CNAG_06018 | CNAG_06836 | CNAG_07389	
PWY-7704	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7704?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7704 (decorated)</a>"""	viridicatin biosynthesis	10	CNAG_00413 | CNAG_00968 | CNAG_01902 | CNAG_02979 | CNAG_03389 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748	
PWY-7705	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7705?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7705 (decorated)</a>"""	4'-methoxyviridicatin biosynthesis	10	CNAG_00413 | CNAG_00968 | CNAG_01902 | CNAG_02979 | CNAG_03389 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748	
PWY-7706	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7706?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7706 (decorated)</a>"""	dapdiamides biosynthesis	23	CNAG_00178 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00688 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_01885 | CNAG_02122 | CNAG_02385 | CNAG_02969 | CNAG_03455 | CNAG_04355 | CNAG_04383 | CNAG_04742 | CNAG_05023 | CNAG_05268 | CNAG_05730 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-7708	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7708?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7708 (decorated)</a>"""	lyngbyatoxin biosynthesis	25	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00863 | CNAG_00993 | CNAG_01150 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02475 | CNAG_02996 | CNAG_03870 | CNAG_04264 | CNAG_04355 | CNAG_04375 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05149 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07389 | CNAG_07570 | CNAG_07937	
PWY-7709	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7709?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7709 (decorated)</a>"""	(3<i>R</i>)-linalool biosynthesis	1	CNAG_02084	
PWY-7711	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7711?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7711 (decorated)</a>"""	calonectrin biosynthesis	22	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00863 | CNAG_00993 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06372 | CNAG_06379 | CNAG_07389 | CNAG_07570 | CNAG_07937	
PWY-7712	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7712?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7712 (decorated)</a>"""	deoxynivalenol biosynthesis	23	CNAG_00005 | CNAG_00331 | CNAG_00488 | CNAG_00863 | CNAG_00993 | CNAG_01512 | CNAG_02012 | CNAG_02312 | CNAG_02475 | CNAG_02996 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04264 | CNAG_04410 | CNAG_04561 | CNAG_04869 | CNAG_05677 | CNAG_06504 | CNAG_06922 | CNAG_07389 | CNAG_07544	
PWY-7713	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7713?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7713 (decorated)</a>"""	nivalenol biosynthesis	37	CNAG_00005 | CNAG_00289 | CNAG_00331 | CNAG_00365 | CNAG_00484 | CNAG_00488 | CNAG_00863 | CNAG_00993 | CNAG_01247 | CNAG_01489 | CNAG_01512 | CNAG_01656 | CNAG_02012 | CNAG_02312 | CNAG_02475 | CNAG_02996 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04410 | CNAG_04561 | CNAG_04869 | CNAG_05023 | CNAG_05268 | CNAG_05677 | CNAG_05851 | CNAG_06379 | CNAG_06504 | CNAG_06922 | CNAG_07389 | CNAG_07544 | CNAG_07570 | CNAG_07937	
PWY-7714	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7714?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7714 (decorated)</a>"""	harzianum A and trichodermin biosynthesis	21	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00863 | CNAG_00993 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04561 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07389 | CNAG_07570 | CNAG_07937	
PWY-7715	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7715?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7715 (decorated)</a>"""	superpathway of trichothecene biosynthesis	38	CNAG_00005 | CNAG_00289 | CNAG_00331 | CNAG_00365 | CNAG_00484 | CNAG_00488 | CNAG_00863 | CNAG_00993 | CNAG_01247 | CNAG_01489 | CNAG_01512 | CNAG_01656 | CNAG_02012 | CNAG_02312 | CNAG_02475 | CNAG_02996 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04410 | CNAG_04561 | CNAG_04869 | CNAG_05023 | CNAG_05268 | CNAG_05677 | CNAG_05851 | CNAG_06372 | CNAG_06379 | CNAG_06504 | CNAG_06922 | CNAG_07389 | CNAG_07544 | CNAG_07570 | CNAG_07937	
PWY-7716	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7716?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7716 (decorated)</a>"""	penicillin G and penicillin V biosynthesis	14	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
PWY-7717	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7717?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7717 (decorated)</a>"""	3-hydroxy-4-methyl-anthranilate biosynthesis I	2	CNAG_02793 | CNAG_02868	
PWY-7719	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7719?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7719 (decorated)</a>"""	CMP-diacetamido-8-epilegionaminic acid biosynthesis	29	CNAG_00178 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00719 | CNAG_01247 | CNAG_01489 | CNAG_01634 | CNAG_01656 | CNAG_01885 | CNAG_02122 | CNAG_02385 | CNAG_04355 | CNAG_04375 | CNAG_04383 | CNAG_04718 | CNAG_04731 | CNAG_04732 | CNAG_04742 | CNAG_04851 | CNAG_05023 | CNAG_05149 | CNAG_05268 | CNAG_05822 | CNAG_05851 | CNAG_06379 | CNAG_06930 | CNAG_07570 | CNAG_07937	
PWY-7720	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7720?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7720 (decorated)</a>"""	ophiobolin F biosynthesis	1	CNAG_07780	
PWY-7721	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7721?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7721 (decorated)</a>"""	methyl phomopsenoate biosynthesis	1	CNAG_07780	
PWY-7724	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7724?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7724 (decorated)</a>"""	"icosapentaenoate biosynthesis III (8-desaturase, mammals)"	7	CNAG_01150 | CNAG_02487 | CNAG_03019 | CNAG_03080 | CNAG_03870 | CNAG_04485 | CNAG_04488	
PWY-7725	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7725?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7725 (decorated)</a>"""	"arachidonate biosynthesis V (8-detaturase, mammals)"	5	CNAG_01150 | CNAG_02487 | CNAG_03080 | CNAG_03870 | CNAG_04488	
PWY-7726	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/PWY-7726?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">PWY-7726 (decorated)</a>"""	"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis (6-desaturase)"	55	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00490 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02487 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04488 | CNAG_04531 | CNAG_04657 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05534 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06764 | CNAG_07570 | CNAG_07747 | CNAG_07782 | CNAG_07801 | CNAG_07937	
PWY-7727	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
